[2026-01-15 22:05:19,376] [INFO] - seed: 0
image_preprocessing: GaussianBlur
training:
  epochs: 2
  batch_size: 100
  image_width: 16
  lr: 0.05
model:
  num_layers: 3
dataset:
  num_classes: 2
  binary: true
  name: mnist
  image_width_sweep: 16,32
  orig_width: 28
embedding:
  name: OQIM
  pca: false
  supports_color: true

[2026-01-15 22:05:19,380] [INFO] - Using cuda.
[2026-01-15 22:05:19,831] [INFO] - Dataset: mnist | Train Size: 10346 | Validation Size: 2956 | Test Size: 1478
[2026-01-15 22:05:19,837] [INFO] - Initiate model
[2026-01-15 22:05:20,976] [INFO] - Weights Shape: torch.Size([3, 10, 3])
[2026-01-15 22:05:20,978] [INFO] - Bias Shape: torch.Size([2])
[2026-01-15 22:06:32,978] [INFO] - [  100/10346] | Cost: 0.6913713 | Accuracy: 0.5100000
[2026-01-15 22:07:55,800] [INFO] - [  200/10346] | Cost: 0.6844633 | Accuracy: 0.5200000
[2026-01-15 22:09:26,426] [INFO] - [  300/10346] | Cost: 0.6805682 | Accuracy: 0.5200000
[2026-01-15 22:10:48,746] [INFO] - [  400/10346] | Cost: 0.6741998 | Accuracy: 0.9600000
[2026-01-15 22:12:14,864] [INFO] - [  500/10346] | Cost: 0.6671188 | Accuracy: 0.9000000
[2026-01-15 22:13:20,875] [INFO] - [  600/10346] | Cost: 0.6706812 | Accuracy: 0.6000000
[2026-01-15 22:15:07,286] [INFO] - [  700/10346] | Cost: 0.6524896 | Accuracy: 0.9000000
[2026-01-15 22:16:31,719] [INFO] - [  800/10346] | Cost: 0.6532625 | Accuracy: 0.9200000
[2026-01-15 22:17:53,203] [INFO] - [  900/10346] | Cost: 0.6404493 | Accuracy: 0.9700000
[2026-01-15 22:19:27,980] [INFO] - [ 1000/10346] | Cost: 0.6386319 | Accuracy: 0.8100000
[2026-01-15 22:20:42,624] [INFO] - [ 1100/10346] | Cost: 0.6344125 | Accuracy: 0.7200000
[2026-01-15 22:22:09,552] [INFO] - [ 1200/10346] | Cost: 0.6183735 | Accuracy: 0.6900000
[2026-01-15 22:23:31,753] [INFO] - [ 1300/10346] | Cost: 0.6140703 | Accuracy: 0.7100000
[2026-01-15 22:25:03,110] [INFO] - [ 1400/10346] | Cost: 0.5882446 | Accuracy: 0.7000000
[2026-01-15 22:26:23,873] [INFO] - [ 1500/10346] | Cost: 0.6030142 | Accuracy: 0.6300000
[2026-01-15 22:27:46,058] [INFO] - [ 1600/10346] | Cost: 0.5578036 | Accuracy: 0.8100000
[2026-01-15 22:29:27,045] [INFO] - [ 1700/10346] | Cost: 0.5825427 | Accuracy: 0.6600000
[2026-01-15 22:30:33,225] [INFO] - [ 1800/10346] | Cost: 0.5774851 | Accuracy: 0.6600000
[2026-01-15 22:31:59,157] [INFO] - [ 1900/10346] | Cost: 0.5782875 | Accuracy: 0.6700000
[2026-01-15 22:33:20,350] [INFO] - [ 2000/10346] | Cost: 0.5665854 | Accuracy: 0.7100000
