epoch,batch,train_loss,train_acc,val_loss,val_acc
0,0,0.6932035088539124,0.51,,
0,1,0.6853249073028564,0.59,,
0,2,0.6862664818763733,0.56,,
0,3,0.694640040397644,0.53,,
0,4,0.7029466032981873,0.51,,
0,5,0.7021288871765137,0.51,,
0,6,0.7140519618988037,0.46,,
0,7,0.7198676466941833,0.41,,
0,8,0.7006803750991821,0.47,,
0,9,0.6957531571388245,0.48,,
0,10,0.693183422088623,0.5,,
0,11,0.695696234703064,0.46,,
0,12,0.6894973516464233,0.55,,
0,13,0.7001445293426514,0.47,,
0,14,0.6970432996749878,0.5,,
0,15,0.6958456635475159,0.51,,
0,16,0.6862371563911438,0.56,,
0,17,0.704861044883728,0.47,,
0,18,0.6841475963592529,0.57,,
0,19,0.7078323364257812,0.45,,
0,20,0.6991117596626282,0.49,,
0,21,0.7023470997810364,0.46,,
0,22,0.7051369547843933,0.41,,
0,23,0.6934027671813965,0.5,,
0,24,0.6939232349395752,0.47,,
0,25,0.6945639252662659,0.46,,
0,26,0.6921123266220093,0.52,,
0,27,0.692158043384552,0.52,,
0,28,0.7009141445159912,0.46,,
0,29,0.6929004192352295,0.52,,
0,30,0.7055360674858093,0.44,,
0,31,0.7006285190582275,0.47,,
0,32,0.6992103457450867,0.47,,
0,33,0.6934139728546143,0.51,,
0,34,0.6930946111679077,0.51,,
0,35,0.6900177597999573,0.56,,
0,36,0.6933223009109497,0.49,,
0,37,0.6913291811943054,0.57,,
0,38,0.69278883934021,0.51,,
0,39,0.6946010589599609,0.41,,
0,40,0.6929551959037781,0.54,,
0,41,0.6928476095199585,0.51,,
0,42,0.6934186816215515,0.47,,
0,43,0.6937146782875061,0.48,,
